Offical Election Results
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"SOUTH","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","JACOB HORNBERGER","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","JACOB HORNBERGER","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","JACOB HORNBERGER","1","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","17.51%"
"NORTH","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - LIBERTARIAN PARTY","UNCOMMITTED","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","2","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","1","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","AMY KLOBUCHAR","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","1","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TOM STEYER","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","1","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","1","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","3","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","2","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","1","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","1","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","TULSI GABBARD","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","LEONARD J. STEINMAN II","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","CORY BOOKER","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","51","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","51","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","25","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","65","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","92","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","112","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","101","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","86","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","52","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","152","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","40","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","JOSEPH R. BIDEN","168","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","1","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","2","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","1","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ELIZABETH WARREN","2","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","1","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","1","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","3","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","1","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","PETE BUTTIGIEG","1","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","22","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","29","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","6","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","26","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","64","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","49","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","72","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","28","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","14","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","64","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","10","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","BERNIE SANDERS","32","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","1","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","VELMA STEINMAN","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","20.10%"
"ST MARY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","21.91%"
"ZELL","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","HENRY HEWES","0","16.97%"
"BLOOMSDALE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","16.07%"
"CHESTNUT RIDGE","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","24.27%"
"COFFMAN","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","18.09%"
"COMMUNITY CENTER","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","17.05%"
"KINSEY","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","16.10%"
"NEW OFFENBURG","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","17.51%"
"NORTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","1","19.22%"
"OZORA","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","20.33%"
"SALEM","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","0","17.85%"
"SOUTH","UNITED STATES PRESIDENT - DEMOCRATIC PARTY","ANDREW YANG","2","20.10%"
