Eric Schmitt,10,,
Total Votes Cast,10,,
REP For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Neal Gist,1,,
Vicky Hartzler,9,,
Total Votes Cast,10,,
REP For State Senator District 19,,,
Vote For 1,,,
,TOTAL,,
Caleb Rowden,8,,
Total Votes Cast,8,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1B&1E&1I&1M,,,
REP For Circuit Judge Circuit 13 Division 4,,,
Vote For 1,,,
,TOTAL,,
Josh Devine,7,,
Total Votes Cast,7,,
REP For Associate Commissioner District II,,,
Vote For 1,,,
,TOTAL,,
Brenndan Riddles,2,,
Jim Musgraves,2,,
Sam Boyce,0,,
Tristan Asbury,3,,
Total Votes Cast,7,,
REP For Sheriff,,,
Vote For 1,,,
,TOTAL,,
Charles Blair,9,,
Total Votes Cast,9,,
DEM For Governor,,,
Vote For 1,,,
,TOTAL,,
Nicole Galloway,80,,
Jimmie Matthews,2,,
Antoin Johnson,3,,
Eric Morrison,1,,
Robin John Daniel Van Quaethem,0,,
Total Votes Cast,86,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1B&1E&1I&1M,,,
DEM For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Gregory A Upchurch,7,,
Alissia Canady,70,,
Total Votes Cast,77,,
DEM For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Yinka Faleti,69,,
Total Votes Cast,69,,
DEM For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Vicki Lorenz Englund,69,,
Total Votes Cast,69,,
DEM For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Rich Finneran,24,,
Elad Gross,56,,
Total Votes Cast,80,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1B&1E&1I&1M,,,
DEM For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Lindsey Simmons,72,,
Total Votes Cast,72,,
DEM For State Senator District 19,,,
Vote For 1,,,
,TOTAL,,
Judy Baker,74,,
Total Votes Cast,74,,
DEM For State Representative District 45,,,
Vote For 1,,,
,TOTAL,,
Kip Kendrick,72,,
Total Votes Cast,72,,
DEM For Circuit Judge Circuit 13 Division 4,,,
Vote For 1,,,
,TOTAL,,
Andy Hirth,68,,
Total Votes Cast,68,,
DEM For Associate Commissioner District II,,,
Vote For 1,,,
,TOTAL,,
Janet M Thompson,70,,
Total Votes Cast,70,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1B&1E&1I&1M,,,
DEM For Sheriff,,,
Vote For 1,,,
,TOTAL,,
Dwayne Carey,64,,
Total Votes Cast,64,,
DEM For Assessor,,,
Vote For 1,,,
,TOTAL,,
Kenneth (Kenny) M. Mohr,68,,
Total Votes Cast,68,,
DEM For County Treasurer,,,
Vote For 1,,,
,TOTAL,,
Tom Darrough,71,,
Total Votes Cast,71,,
DEM For Public Administrator,,,
Vote For 1,,,
,TOTAL,,
Sonja Boone,71,,
Total Votes Cast,71,,
LIB For Governor,,,
Vote For 1,,,
,TOTAL,,
Rik Combs,1,,
Total Votes Cast,1,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1B&1E&1I&1M,,,
LIB For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Bill Slantz,1,,
Total Votes Cast,1,,
LIB For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Carl Herman Freese,1,,
Total Votes Cast,1,,
LIB For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Nicholas (Nick) Kasoff,1,,
Total Votes Cast,1,,
LIB For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Kevin C Babcock,1,,
Total Votes Cast,1,,
LIB For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Robert E Smith,0,,
Steven K. Koonse,1,,
Total Votes Cast,1,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1B&1E&1I&1M,,,
GRN For Governor,,,
Vote For 1,,,
,TOTAL,,
Jerome Howard Bauer,0,,
Total Votes Cast,0,,
GRN For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Kelley Dragoo,0,,
Total Votes Cast,0,,
GRN For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Paul Lehmann,0,,
Total Votes Cast,0,,
GRN For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Joseph Civettini,0,,
Total Votes Cast,0,,
CON For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Paul Venable,0,,
Total Votes Cast,0,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1B&1E&1I&1M,,,
Constitutional Amendment No. 2,,,
Vote For 1,,,
,TOTAL,,
YES,92,,
NO,8,,
Total Votes Cast,100,,
Summary Results Report,,,FINAL OFFICIAL,
2020 State Primary,,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,,
1C&1G,,,,
STATISTICS,,,,
,TOTAL,,,
Registered Voters - Total,"2,285",,,
Ballots Cast - Total,873,,,
Ballots Cast - Republican Party,90,,,
Ballots Cast - Democratic Party,740,,,
Ballots Cast - Libertarian Party,9,,,
Ballots Cast - Green Party,3,,,
Ballots Cast - Constitution Party,0,,,
Ballots Cast - NONPARTISAN,31,,,
Voter Turnout - Total,38.21%,,,
REP For Governor,,,,
Vote For 1,,,,
,,TOTAL,,
Raleigh Ritter,,5,,
Mike Parson,,64,,
James W. (Jim) Neely,,6,,
Saundra McDowell,,13,,
Total Votes Cast,,88,,
REP For Lieutenant Governor,,,,
Vote For 1,,,,
,,TOTAL,,
Arnie C. AC Dienoff,,5,,
Mike Kehoe,,64,,
Aaron T Wisdom,,6,,
Mike Carter,,4,,
Total Votes Cast,,79,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
REP For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
John R. (Jay) Ashcroft,69,,
Total Votes Cast,69,,
REP For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Scott Fitzpatrick,68,,
Total Votes Cast,68,,
REP For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Eric Schmitt,68,,
Total Votes Cast,68,,
REP For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Neal Gist,23,,
Vicky Hartzler,60,,
Total Votes Cast,83,,
REP For State Senator District 19,,,
Vote For 1,,,
,TOTAL,,
Caleb Rowden,70,,
Total Votes Cast,70,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
REP For Circuit Judge Circuit 13 Division 4,,,
Vote For 1,,,
,TOTAL,,
Josh Devine,68,,
Total Votes Cast,68,,
REP For Associate Commissioner District I,,,
Vote For 1,,,
,TOTAL,,
Fred Parry,71,,
Total Votes Cast,71,,
REP For Sheriff,,,
Vote For 1,,,
,TOTAL,,
Charles Blair,65,,
Total Votes Cast,65,,
DEM For Governor,,,
Vote For 1,,,
,TOTAL,,
Nicole Galloway,689,,
Jimmie Matthews,6,,
Antoin Johnson,14,,
Eric Morrison,9,,
Robin John Daniel Van Quaethem,6,,
Total Votes Cast,724,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
DEM For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Gregory A Upchurch,86,,
Alissia Canady,572,,
Total Votes Cast,658,,
DEM For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Yinka Faleti,607,,
Total Votes Cast,607,,
DEM For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Vicki Lorenz Englund,606,,
Total Votes Cast,606,,
DEM For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Rich Finneran,207,,
Elad Gross,431,,
Total Votes Cast,638,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
DEM For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Lindsey Simmons,619,,
Total Votes Cast,619,,
DEM For State Senator District 19,,,
Vote For 1,,,
,TOTAL,,
Judy Baker,640,,
Total Votes Cast,640,,
DEM For State Representative District 45,,,
Vote For 1,,,
,TOTAL,,
Kip Kendrick,0,,
Total Votes Cast,0,,
DEM For State Representative District 46,,,
Vote For 1,,,
,TOTAL,,
Martha Stevens,654,,
Total Votes Cast,654,,
DEM For Circuit Judge Circuit 13 Division 4,,,
Vote For 1,,,
,TOTAL,,
Andy Hirth,595,,
Total Votes Cast,595,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
DEM For Associate Commissioner District I,,,
Vote For 1,,,
,TOTAL,,
Justin Aldred,600,,
Total Votes Cast,600,,
DEM For Sheriff,,,
Vote For 1,,,
,TOTAL,,
Dwayne Carey,558,,
Total Votes Cast,558,,
DEM For Assessor,,,
Vote For 1,,,
,TOTAL,,
Kenneth (Kenny) M. Mohr,587,,
Total Votes Cast,587,,
DEM For County Treasurer,,,
Vote For 1,,,
,TOTAL,,
Tom Darrough,585,,
Total Votes Cast,585,,
DEM For Public Administrator,,,
Vote For 1,,,
,TOTAL,,
Sonja Boone,599,,
Total Votes Cast,599,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
LIB For Governor,,,
Vote For 1,,,
,TOTAL,,
Rik Combs,5,,
Total Votes Cast,5,,
LIB For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Bill Slantz,5,,
Total Votes Cast,5,,
LIB For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Carl Herman Freese,5,,
Total Votes Cast,5,,
LIB For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Nicholas (Nick) Kasoff,6,,
Total Votes Cast,6,,
LIB For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Kevin C Babcock,5,,
Total Votes Cast,5,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
LIB For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Robert E Smith,3,,
Steven K. Koonse,4,,
Total Votes Cast,7,,
GRN For Governor,,,
Vote For 1,,,
,TOTAL,,
Jerome Howard Bauer,2,,
Total Votes Cast,2,,
GRN For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Kelley Dragoo,2,,
Total Votes Cast,2,,
GRN For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Paul Lehmann,2,,
Total Votes Cast,2,,
GRN For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Joseph Civettini,2,,
Total Votes Cast,2,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1C&1G,,,
CON For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Paul Venable,0,,
Total Votes Cast,0,,
Constitutional Amendment No. 2,,,
Vote For 1,,,
,TOTAL,,
YES,794,,
NO,71,,
Total Votes Cast,865,,
Summary Results Report,,,FINAL OFFICIAL,
2020 State Primary,,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,,
1D,,,,
STATISTICS,,,,
,TOTAL,,,
Registered Voters - Total,"1,517",,,
Ballots Cast - Total,282,,,
Ballots Cast - Republican Party,33,,,
Ballots Cast - Democratic Party,239,,,
Ballots Cast - Libertarian Party,4,,,
Ballots Cast - Green Party,0,,,
Ballots Cast - Constitution Party,0,,,
Ballots Cast - NONPARTISAN,6,,,
Voter Turnout - Total,18.59%,,,
REP For Governor,,,,
Vote For 1,,,,
,,TOTAL,,
Raleigh Ritter,,1,,
Mike Parson,,24,,
James W. (Jim) Neely,,3,,
Saundra McDowell,,5,,
Total Votes Cast,,33,,
REP For Lieutenant Governor,,,,
Vote For 1,,,,
,,TOTAL,,
Arnie C. AC Dienoff,,4,,
Mike Kehoe,,16,,
Aaron T Wisdom,,4,,
Mike Carter,,7,,
Total Votes Cast,,31,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
REP For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
John R. (Jay) Ashcroft,29,,
Total Votes Cast,29,,
REP For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Scott Fitzpatrick,29,,
Total Votes Cast,29,,
REP For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Eric Schmitt,28,,
Total Votes Cast,28,,
REP For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Neal Gist,11,,
Vicky Hartzler,21,,
Total Votes Cast,32,,
REP For State Senator District 19,,,
Vote For 1,,,
,TOTAL,,
Caleb Rowden,29,,
Total Votes Cast,29,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
REP For Circuit Judge Circuit 13 Division 4,,,
Vote For 1,,,
,TOTAL,,
Josh Devine,30,,
Total Votes Cast,30,,
REP For Associate Commissioner District I,,,
Vote For 1,,,
,TOTAL,,
Fred Parry,27,,
Total Votes Cast,27,,
REP For Sheriff,,,
Vote For 1,,,
,TOTAL,,
Charles Blair,29,,
Total Votes Cast,29,,
DEM For Governor,,,
Vote For 1,,,
,TOTAL,,
Nicole Galloway,209,,
Jimmie Matthews,5,,
Antoin Johnson,12,,
Eric Morrison,5,,
Robin John Daniel Van Quaethem,2,,
Total Votes Cast,233,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
DEM For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Gregory A Upchurch,29,,
Alissia Canady,190,,
Total Votes Cast,219,,
DEM For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Yinka Faleti,197,,
Total Votes Cast,197,,
DEM For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Vicki Lorenz Englund,202,,
Total Votes Cast,202,,
DEM For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Rich Finneran,82,,
Elad Gross,133,,
Total Votes Cast,215,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
DEM For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Lindsey Simmons,207,,
Total Votes Cast,207,,
DEM For State Senator District 19,,,
Vote For 1,,,
,TOTAL,,
Judy Baker,216,,
Total Votes Cast,216,,
DEM For State Representative District 45,,,
Vote For 1,,,
,TOTAL,,
Kip Kendrick,182,,
Total Votes Cast,182,,
DEM For State Representative District 46,,,
Vote For 1,,,
,TOTAL,,
Martha Stevens,27,,
Total Votes Cast,27,,
DEM For Circuit Judge Circuit 13 Division 4,,,
Vote For 1,,,
,TOTAL,,
Andy Hirth,195,,
Total Votes Cast,195,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
DEM For Associate Commissioner District I,,,
Vote For 1,,,
,TOTAL,,
Justin Aldred,206,,
Total Votes Cast,206,,
DEM For Sheriff,,,
Vote For 1,,,
,TOTAL,,
Dwayne Carey,196,,
Total Votes Cast,196,,
DEM For Assessor,,,
Vote For 1,,,
,TOTAL,,
Kenneth (Kenny) M. Mohr,200,,
Total Votes Cast,200,,
DEM For County Treasurer,,,
Vote For 1,,,
,TOTAL,,
Tom Darrough,197,,
Total Votes Cast,197,,
DEM For Public Administrator,,,
Vote For 1,,,
,TOTAL,,
Sonja Boone,207,,
Total Votes Cast,207,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
LIB For Governor,,,
Vote For 1,,,
,TOTAL,,
Rik Combs,4,,
Total Votes Cast,4,,
LIB For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Bill Slantz,4,,
Total Votes Cast,4,,
LIB For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Carl Herman Freese,3,,
Total Votes Cast,3,,
LIB For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Nicholas (Nick) Kasoff,3,,
Total Votes Cast,3,,
LIB For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Kevin C Babcock,3,,
Total Votes Cast,3,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
LIB For United States Representative District 4,,,
Vote For 1,,,
,TOTAL,,
Robert E Smith,1,,
Steven K. Koonse,2,,
Total Votes Cast,3,,
GRN For Governor,,,
Vote For 1,,,
,TOTAL,,
Jerome Howard Bauer,0,,
Total Votes Cast,0,,
GRN For Lieutenant Governor,,,
Vote For 1,,,
,TOTAL,,
Kelley Dragoo,0,,
Total Votes Cast,0,,
GRN For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Paul Lehmann,0,,
Total Votes Cast,0,,
GRN For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Joseph Civettini,0,,
Total Votes Cast,0,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1D,,,
CON For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
Paul Venable,0,,
Total Votes Cast,0,,
Constitutional Amendment No. 2,,,
Vote For 1,,,
,TOTAL,,
YES,254,,
NO,24,,
Total Votes Cast,278,,
Summary Results Report,,,FINAL OFFICIAL,
2020 State Primary,,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,,
1F&1J&1K&1L&2K,,,,
STATISTICS,,,,
,TOTAL,,,
Registered Voters - Total,"3,691",,,
Ballots Cast - Total,"1,075",,,
Ballots Cast - Republican Party,361,,,
Ballots Cast - Democratic Party,676,,,
Ballots Cast - Libertarian Party,10,,,
Ballots Cast - Green Party,5,,,
Ballots Cast - Constitution Party,0,,,
Ballots Cast - NONPARTISAN,23,,,
Voter Turnout - Total,29.12%,,,
REP For Governor,,,,
Vote For 1,,,,
,,TOTAL,,
Raleigh Ritter,,4,,
Mike Parson,,287,,
James W. (Jim) Neely,,24,,
Saundra McDowell,,37,,
Total Votes Cast,,352,,
REP For Lieutenant Governor,,,,
Vote For 1,,,,
,,TOTAL,,
Arnie C. AC Dienoff,,9,,
Mike Kehoe,,293,,
Aaron T Wisdom,,8,,
Mike Carter,,17,,
Total Votes Cast,,327,,
Summary Results Report,,FINAL OFFICIAL,
2020 State Primary,,,"BOONE COUNTY, MISSOURI"
"August 4, 2020",,,
1F&1J&1K&1L&2K,,,
REP For Secretary of State,,,
Vote For 1,,,
,TOTAL,,
John R. (Jay) Ashcroft,320,,
Total Votes Cast,320,,
REP For State Treasurer,,,
Vote For 1,,,
,TOTAL,,
Scott Fitzpatrick,306,,
Total Votes Cast,306,,
REP For Attorney General,,,
Vote For 1,,,
,TOTAL,,
Eric Schmitt,309,,
Total Votes Cast,309,,
