Official Final Election Results
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"107 OAK CREEK","U.S. SENATOR","TONY MONETTI","47","40.26%"
"111 WOODSTREAM","U.S. SENATOR","TONY MONETTI","63","38.01%"
"113 BRIARHILL","U.S. SENATOR","TONY MONETTI","62","41.87%"
"121 ST. MARYS","U.S. SENATOR","TONY MONETTI","26","37.37%"
"122 MID RIVERS","U.S. SENATOR","TONY MONETTI","24","27.83%"
"124 RABBIT RUN","U.S. SENATOR","TONY MONETTI","34","38.99%"
"126 MEADOW VALLEY","U.S. SENATOR","TONY MONETTI","46","39.94%"
"128 FAIRMONT","U.S. SENATOR","TONY MONETTI","40","37.70%"
"129 PARKWOOD","U.S. SENATOR","TONY MONETTI","29","38.53%"
"130 LAKES","U.S. SENATOR","TONY MONETTI","27","42.38%"
"131 SHADOW CREEK","U.S. SENATOR","TONY MONETTI","26","36.60%"
"132 COUNTRY HILL","U.S. SENATOR","TONY MONETTI","35","36.29%"
"139 DISCOVERY","U.S. SENATOR","TONY MONETTI","15","40.81%"
"140 LAURA HILLS","U.S. SENATOR","TONY MONETTI","46","36.31%"
"143 ALL SAINTS","U.S. SENATOR","TONY MONETTI","25","42.14%"
"144 FOX","U.S. SENATOR","TONY MONETTI","26","37.56%"
"145 SALT LICK","U.S. SENATOR","TONY MONETTI","28","41.67%"
"146 ST. JUDE","U.S. SENATOR","TONY MONETTI","40","38.11%"
"147 COTTLEVILLE","U.S. SENATOR","TONY MONETTI","39","33.79%"
"148 WINDS","U.S. SENATOR","TONY MONETTI","27","36.89%"
"149 SUNNY HILL","U.S. SENATOR","TONY MONETTI","41","39.98%"
"150 TIMBERWOOD","U.S. SENATOR","TONY MONETTI","36","41.52%"
"151 GLENGATE","U.S. SENATOR","TONY MONETTI","17","24.98%"
"152 WOODGLEN","U.S. SENATOR","TONY MONETTI","35","38.05%"
"153 ASPEN","U.S. SENATOR","TONY MONETTI","28","40.03%"
"154 WHEATFIELD","U.S. SENATOR","TONY MONETTI","68","38.91%"
"155 GREEN FOREST","U.S. SENATOR","TONY MONETTI","48","35.83%"
"156 OAKS","U.S. SENATOR","TONY MONETTI","29","39.87%"
"157 PATRIOT","U.S. SENATOR","TONY MONETTI","27","40.19%"
"159 HILLCREST","U.S. SENATOR","TONY MONETTI","47","37.09%"
"160 HARMONY","U.S. SENATOR","TONY MONETTI","19","34.03%"
"161 MONTBROOK","U.S. SENATOR","TONY MONETTI","22","34.74%"
"162 ELKS","U.S. SENATOR","TONY MONETTI","73","39.34%"
"163 CIVIC","U.S. SENATOR","TONY MONETTI","83","38.56%"
"165 ST. PAUL","U.S. SENATOR","TONY MONETTI","63","50.45%"
"166 MOUNT HOPE","U.S. SENATOR","TONY MONETTI","38","40.13%"
"167 MORNINGSIDE","U.S. SENATOR","TONY MONETTI","27","40.12%"
"169 HIGHGROVE","U.S. SENATOR","TONY MONETTI","74","40.01%"
"170 STARBUCK","U.S. SENATOR","TONY MONETTI","34","38.45%"
"173 TURTLE CREEK","U.S. SENATOR","TONY MONETTI","50","33.44%"
"181 COMMUNITY","U.S. SENATOR","TONY MONETTI","108","32.69%"
"182 EVERGREEN","U.S. SENATOR","TONY MONETTI","52","27.16%"
"183 FORISTELL","U.S. SENATOR","TONY MONETTI","38","38.59%"
"184 FLINT HILL","U.S. SENATOR","TONY MONETTI","79","35.50%"
"185 JOSEPHVILLE","U.S. SENATOR","TONY MONETTI","40","48.57%"
"186 TWIN OAKS","U.S. SENATOR","TONY MONETTI","57","34.17%"
"187 FAIRVIEW","U.S. SENATOR","TONY MONETTI","112","37.20%"
"189 PIONEER","U.S. SENATOR","TONY MONETTI","46","37.67%"
"190 PEINE","U.S. SENATOR","TONY MONETTI","57","37.12%"
"193 DELMAR","U.S. SENATOR","TONY MONETTI","23","41.64%"
"194 AMBER MEADOWS","U.S. SENATOR","TONY MONETTI","24","34.16%"
"196 PHOENIX","U.S. SENATOR","TONY MONETTI","21","40.23%"
"197 FEISE","U.S. SENATOR","TONY MONETTI","58","33.47%"
"198 CEDAR","U.S. SENATOR","TONY MONETTI","19","29.89%"
"199 REGATTA BAY","U.S. SENATOR","TONY MONETTI","61","38.40%"
"200 NORMANDY","U.S. SENATOR","TONY MONETTI","54","38.41%"
"202 RIDGEPOINT","U.S. SENATOR","TONY MONETTI","44","37.44%"
"203 FIELDCREST","U.S. SENATOR","TONY MONETTI","33","31.36%"
"205 BAYFIELD","U.S. SENATOR","TONY MONETTI","23","34.67%"
"206 MONTICELLO","U.S. SENATOR","TONY MONETTI","71","33.69%"
"207 CARRIAGE HILLS","U.S. SENATOR","TONY MONETTI","18","32.80%"
"208 TWIN CHIMNEYS","U.S. SENATOR","TONY MONETTI","28","35.97%"
"210 FREYMUTH","U.S. SENATOR","TONY MONETTI","57","38.56%"
"211 SUMMERSET","U.S. SENATOR","TONY MONETTI","24","38.44%"
"212 CANVAS COVE","U.S. SENATOR","TONY MONETTI","18","34.39%"
"213 BRYAN","U.S. SENATOR","TONY MONETTI","28","28.40%"
"214 HAWK RIDGE","U.S. SENATOR","TONY MONETTI","66","28.05%"
"215 COACHMAN","U.S. SENATOR","TONY MONETTI","27","36.36%"
"217 KEYSTONE","U.S. SENATOR","TONY MONETTI","21","25.25%"
"218 DUVALL","U.S. SENATOR","TONY MONETTI","23","37.33%"
"219 WESTFIELD","U.S. SENATOR","TONY MONETTI","26","36.64%"
"220 PITMAN","U.S. SENATOR","TONY MONETTI","23","39.22%"
"221 WELDON SPRINGS","U.S. SENATOR","TONY MONETTI","25","41.65%"
"222 NEW MELLE","U.S. SENATOR","TONY MONETTI","63","44.10%"
"225 AUGUSTA","U.S. SENATOR","TONY MONETTI","25","43.66%"
"226 HOPEWELL","U.S. SENATOR","TONY MONETTI","47","42.86%"
"227 WHITMOOR","U.S. SENATOR","TONY MONETTI","53","35.16%"
"228 SHOSHONE","U.S. SENATOR","TONY MONETTI","61","35.33%"
"229 CALLAWAY","U.S. SENATOR","TONY MONETTI","59","43.80%"
"230 CLAYBROOK","U.S. SENATOR","TONY MONETTI","22","38.16%"
"231 WOLFRUM","U.S. SENATOR","TONY MONETTI","48","40.13%"
"234 WINDCASTLE","U.S. SENATOR","TONY MONETTI","19","41.99%"
"ABSENTEE","U.S. SENATOR","TONY MONETTI","213","0.00%"
"FEDERAL AND INTRASTATE","U.S. SENATOR","TONY MONETTI","0","0.00%"
"1 KAMPVILLE","U.S. SENATOR","AUSTIN PETERSEN","68","34.56%"
"4 ORCHARD FARM","U.S. SENATOR","AUSTIN PETERSEN","18","46.50%"
"5 RIVERS","U.S. SENATOR","AUSTIN PETERSEN","8","46.34%"
"14 LINCOLN","U.S. SENATOR","AUSTIN PETERSEN","43","34.03%"
"15 WASHINGTON","U.S. SENATOR","AUSTIN PETERSEN","18","27.21%"
"16 MONTCLAIR","U.S. SENATOR","AUSTIN PETERSEN","34","33.42%"
"21 TRUMAN","U.S. SENATOR","AUSTIN PETERSEN","21","37.31%"
"22 CHESHIRE","U.S. SENATOR","AUSTIN PETERSEN","27","31.54%"
"24 WILSHIRE","U.S. SENATOR","AUSTIN PETERSEN","37","35.01%"
"25 SHIREWOOD","U.S. SENATOR","AUSTIN PETERSEN","40","42.76%"
"28 TREETOP","U.S. SENATOR","AUSTIN PETERSEN","38","38.60%"
"31 SIBLEY","U.S. SENATOR","AUSTIN PETERSEN","15","37.39%"
"33 CANARY","U.S. SENATOR","AUSTIN PETERSEN","36","45.18%"
"34 McNAIR","U.S. SENATOR","AUSTIN PETERSEN","33","44.72%"
"36 SUN LAKE","U.S. SENATOR","AUSTIN PETERSEN","19","36.08%"
"41 GOVERNMENT","U.S. SENATOR","AUSTIN PETERSEN","52","37.90%"
"43 MARINA","U.S. SENATOR","AUSTIN PETERSEN","16","45.12%"
"45 MAMELLE","U.S. SENATOR","AUSTIN PETERSEN","26","48.33%"
"47 COVILLI","U.S. SENATOR","AUSTIN PETERSEN","7","29.28%"
"51 ST. CLETUS","U.S. SENATOR","AUSTIN PETERSEN","28","42.98%"
"54 COVERDELL","U.S. SENATOR","AUSTIN PETERSEN","16","39.86%"
"56 EDGEWOOD","U.S. SENATOR","AUSTIN PETERSEN","33","49.01%"
"57 HANOVER","U.S. SENATOR","AUSTIN PETERSEN","33","47.24%"
"62 ADAMS","U.S. SENATOR","AUSTIN PETERSEN","41","37.91%"
"63 ST. ANDREWS","U.S. SENATOR","AUSTIN PETERSEN","16","34.01%"
"71 FAIRWAYS","U.S. SENATOR","AUSTIN PETERSEN","40","34.03%"
"80 HERITAGE","U.S. SENATOR","AUSTIN PETERSEN","26","33.69%"
"83 WOODCLIFF","U.S. SENATOR","AUSTIN PETERSEN","36","45.24%"
"84 HARVESTER","U.S. SENATOR","AUSTIN PETERSEN","52","38.94%"
"85 SYCAMORE","U.S. SENATOR","AUSTIN PETERSEN","69","39.05%"
"86 ARLINGTON","U.S. SENATOR","AUSTIN PETERSEN","58","37.78%"
"87 RIVER BEND","U.S. SENATOR","AUSTIN PETERSEN","25","39.97%"
"91 KATY TRAIL","U.S. SENATOR","AUSTIN PETERSEN","83","42.89%"
"100 McCLAY","U.S. SENATOR","AUSTIN PETERSEN","44","32.32%"
"101 GRAYBRIDGE","U.S. SENATOR","AUSTIN PETERSEN","22","40.91%"
"102 TANGLEWOOD","U.S. SENATOR","AUSTIN PETERSEN","52","41.79%"
"103 CAVE SPRINGS","U.S. SENATOR","AUSTIN PETERSEN","14","40.33%"
"104 HI POINT","U.S. SENATOR","AUSTIN PETERSEN","24","45.28%"
"106 SPENCER","U.S. SENATOR","AUSTIN PETERSEN","26","35.99%"
"107 OAK CREEK","U.S. SENATOR","AUSTIN PETERSEN","43","40.26%"
"111 WOODSTREAM","U.S. SENATOR","AUSTIN PETERSEN","59","38.01%"
"113 BRIARHILL","U.S. SENATOR","AUSTIN PETERSEN","39","41.87%"
"121 ST. MARYS","U.S. SENATOR","AUSTIN PETERSEN","17","37.37%"
"122 MID RIVERS","U.S. SENATOR","AUSTIN PETERSEN","13","27.83%"
"124 RABBIT RUN","U.S. SENATOR","AUSTIN PETERSEN","28","38.99%"
"126 MEADOW VALLEY","U.S. SENATOR","AUSTIN PETERSEN","41","39.94%"
"128 FAIRMONT","U.S. SENATOR","AUSTIN PETERSEN","35","37.70%"
"129 PARKWOOD","U.S. SENATOR","AUSTIN PETERSEN","31","38.53%"
"130 LAKES","U.S. SENATOR","AUSTIN PETERSEN","26","42.38%"
"131 SHADOW CREEK","U.S. SENATOR","AUSTIN PETERSEN","17","36.60%"
"132 COUNTRY HILL","U.S. SENATOR","AUSTIN PETERSEN","42","36.29%"
"139 DISCOVERY","U.S. SENATOR","AUSTIN PETERSEN","18","40.81%"
"140 LAURA HILLS","U.S. SENATOR","AUSTIN PETERSEN","28","36.31%"
"143 ALL SAINTS","U.S. SENATOR","AUSTIN PETERSEN","25","42.14%"
"144 FOX","U.S. SENATOR","AUSTIN PETERSEN","33","37.56%"
"145 SALT LICK","U.S. SENATOR","AUSTIN PETERSEN","26","41.67%"
"146 ST. JUDE","U.S. SENATOR","AUSTIN PETERSEN","39","38.11%"
"147 COTTLEVILLE","U.S. SENATOR","AUSTIN PETERSEN","36","33.79%"
"148 WINDS","U.S. SENATOR","AUSTIN PETERSEN","34","36.89%"
"149 SUNNY HILL","U.S. SENATOR","AUSTIN PETERSEN","41","39.98%"
"150 TIMBERWOOD","U.S. SENATOR","AUSTIN PETERSEN","25","41.52%"
"151 GLENGATE","U.S. SENATOR","AUSTIN PETERSEN","16","24.98%"
"152 WOODGLEN","U.S. SENATOR","AUSTIN PETERSEN","61","38.05%"
"153 ASPEN","U.S. SENATOR","AUSTIN PETERSEN","23","40.03%"
"154 WHEATFIELD","U.S. SENATOR","AUSTIN PETERSEN","59","38.91%"
"155 GREEN FOREST","U.S. SENATOR","AUSTIN PETERSEN","69","35.83%"
"156 OAKS","U.S. SENATOR","AUSTIN PETERSEN","18","39.87%"
"157 PATRIOT","U.S. SENATOR","AUSTIN PETERSEN","22","40.19%"
"159 HILLCREST","U.S. SENATOR","AUSTIN PETERSEN","29","37.09%"
"160 HARMONY","U.S. SENATOR","AUSTIN PETERSEN","15","34.03%"
"161 MONTBROOK","U.S. SENATOR","AUSTIN PETERSEN","10","34.74%"
"162 ELKS","U.S. SENATOR","AUSTIN PETERSEN","33","39.34%"
"163 CIVIC","U.S. SENATOR","AUSTIN PETERSEN","52","38.56%"
"165 ST. PAUL","U.S. SENATOR","AUSTIN PETERSEN","51","50.45%"
"166 MOUNT HOPE","U.S. SENATOR","AUSTIN PETERSEN","37","40.13%"
"167 MORNINGSIDE","U.S. SENATOR","AUSTIN PETERSEN","25","40.12%"
"169 HIGHGROVE","U.S. SENATOR","AUSTIN PETERSEN","69","40.01%"
"170 STARBUCK","U.S. SENATOR","AUSTIN PETERSEN","40","38.45%"
"173 TURTLE CREEK","U.S. SENATOR","AUSTIN PETERSEN","34","33.44%"
"181 COMMUNITY","U.S. SENATOR","AUSTIN PETERSEN","77","32.69%"
"182 EVERGREEN","U.S. SENATOR","AUSTIN PETERSEN","43","27.16%"
"183 FORISTELL","U.S. SENATOR","AUSTIN PETERSEN","28","38.59%"
"184 FLINT HILL","U.S. SENATOR","AUSTIN PETERSEN","55","35.50%"
"185 JOSEPHVILLE","U.S. SENATOR","AUSTIN PETERSEN","31","48.57%"
"186 TWIN OAKS","U.S. SENATOR","AUSTIN PETERSEN","52","34.17%"
"187 FAIRVIEW","U.S. SENATOR","AUSTIN PETERSEN","61","37.20%"
"189 PIONEER","U.S. SENATOR","AUSTIN PETERSEN","47","37.67%"
"190 PEINE","U.S. SENATOR","AUSTIN PETERSEN","55","37.12%"
"193 DELMAR","U.S. SENATOR","AUSTIN PETERSEN","24","41.64%"
"194 AMBER MEADOWS","U.S. SENATOR","AUSTIN PETERSEN","26","34.16%"
"196 PHOENIX","U.S. SENATOR","AUSTIN PETERSEN","23","40.23%"
"197 FEISE","U.S. SENATOR","AUSTIN PETERSEN","42","33.47%"
"198 CEDAR","U.S. SENATOR","AUSTIN PETERSEN","25","29.89%"
"199 REGATTA BAY","U.S. SENATOR","AUSTIN PETERSEN","88","38.40%"
"200 NORMANDY","U.S. SENATOR","AUSTIN PETERSEN","60","38.41%"
"202 RIDGEPOINT","U.S. SENATOR","AUSTIN PETERSEN","46","37.44%"
"203 FIELDCREST","U.S. SENATOR","AUSTIN PETERSEN","41","31.36%"
"205 BAYFIELD","U.S. SENATOR","AUSTIN PETERSEN","21","34.67%"
"206 MONTICELLO","U.S. SENATOR","AUSTIN PETERSEN","60","33.69%"
"207 CARRIAGE HILLS","U.S. SENATOR","AUSTIN PETERSEN","35","32.80%"
"208 TWIN CHIMNEYS","U.S. SENATOR","AUSTIN PETERSEN","34","35.97%"
"210 FREYMUTH","U.S. SENATOR","AUSTIN PETERSEN","46","38.56%"
"211 SUMMERSET","U.S. SENATOR","AUSTIN PETERSEN","28","38.44%"
"212 CANVAS COVE","U.S. SENATOR","AUSTIN PETERSEN","32","34.39%"
"213 BRYAN","U.S. SENATOR","AUSTIN PETERSEN","17","28.40%"
"214 HAWK RIDGE","U.S. SENATOR","AUSTIN PETERSEN","67","28.05%"
"215 COACHMAN","U.S. SENATOR","AUSTIN PETERSEN","23","36.36%"
"217 KEYSTONE","U.S. SENATOR","AUSTIN PETERSEN","31","25.25%"
"218 DUVALL","U.S. SENATOR","AUSTIN PETERSEN","23","37.33%"
"219 WESTFIELD","U.S. SENATOR","AUSTIN PETERSEN","28","36.64%"
"220 PITMAN","U.S. SENATOR","AUSTIN PETERSEN","22","39.22%"
"221 WELDON SPRINGS","U.S. SENATOR","AUSTIN PETERSEN","30","41.65%"
"222 NEW MELLE","U.S. SENATOR","AUSTIN PETERSEN","43","44.10%"
"225 AUGUSTA","U.S. SENATOR","AUSTIN PETERSEN","31","43.66%"
"226 HOPEWELL","U.S. SENATOR","AUSTIN PETERSEN","35","42.86%"
"227 WHITMOOR","U.S. SENATOR","AUSTIN PETERSEN","52","35.16%"
"228 SHOSHONE","U.S. SENATOR","AUSTIN PETERSEN","62","35.33%"
"229 CALLAWAY","U.S. SENATOR","AUSTIN PETERSEN","71","43.80%"
"230 CLAYBROOK","U.S. SENATOR","AUSTIN PETERSEN","17","38.16%"
"231 WOLFRUM","U.S. SENATOR","AUSTIN PETERSEN","39","40.13%"
"234 WINDCASTLE","U.S. SENATOR","AUSTIN PETERSEN","41","41.99%"
"ABSENTEE","U.S. SENATOR","AUSTIN PETERSEN","187","0.00%"
"FEDERAL AND INTRASTATE","U.S. SENATOR","AUSTIN PETERSEN","0","0.00%"
"1 KAMPVILLE","U.S. SENATOR","JOSH HAWLEY","288","34.56%"
"4 ORCHARD FARM","U.S. SENATOR","JOSH HAWLEY","77","46.50%"
"5 RIVERS","U.S. SENATOR","JOSH HAWLEY","67","46.34%"
"14 LINCOLN","U.S. SENATOR","JOSH HAWLEY","280","34.03%"
"15 WASHINGTON","U.S. SENATOR","JOSH HAWLEY","212","27.21%"
"16 MONTCLAIR","U.S. SENATOR","JOSH HAWLEY","245","33.42%"
"21 TRUMAN","U.S. SENATOR","JOSH HAWLEY","193","37.31%"
"22 CHESHIRE","U.S. SENATOR","JOSH HAWLEY","158","31.54%"
"24 WILSHIRE","U.S. SENATOR","JOSH HAWLEY","252","35.01%"
"25 SHIREWOOD","U.S. SENATOR","JOSH HAWLEY","418","42.76%"
"28 TREETOP","U.S. SENATOR","JOSH HAWLEY","401","38.60%"
"31 SIBLEY","U.S. SENATOR","JOSH HAWLEY","106","37.39%"
"33 CANARY","U.S. SENATOR","JOSH HAWLEY","165","45.18%"
"34 McNAIR","U.S. SENATOR","JOSH HAWLEY","310","44.72%"
"36 SUN LAKE","U.S. SENATOR","JOSH HAWLEY","167","36.08%"
"41 GOVERNMENT","U.S. SENATOR","JOSH HAWLEY","246","37.90%"
"43 MARINA","U.S. SENATOR","JOSH HAWLEY","129","45.12%"
"45 MAMELLE","U.S. SENATOR","JOSH HAWLEY","150","48.33%"
"47 COVILLI","U.S. SENATOR","JOSH HAWLEY","85","29.28%"
"51 ST. CLETUS","U.S. SENATOR","JOSH HAWLEY","117","42.98%"
"54 COVERDELL","U.S. SENATOR","JOSH HAWLEY","129","39.86%"
"56 EDGEWOOD","U.S. SENATOR","JOSH HAWLEY","284","49.01%"
"57 HANOVER","U.S. SENATOR","JOSH HAWLEY","229","47.24%"
"62 ADAMS","U.S. SENATOR","JOSH HAWLEY","171","37.91%"
"63 ST. ANDREWS","U.S. SENATOR","JOSH HAWLEY","195","34.01%"
"71 FAIRWAYS","U.S. SENATOR","JOSH HAWLEY","235","34.03%"
"80 HERITAGE","U.S. SENATOR","JOSH HAWLEY","151","33.69%"
"83 WOODCLIFF","U.S. SENATOR","JOSH HAWLEY","202","45.24%"
"84 HARVESTER","U.S. SENATOR","JOSH HAWLEY","317","38.94%"
"85 SYCAMORE","U.S. SENATOR","JOSH HAWLEY","358","39.05%"
"86 ARLINGTON","U.S. SENATOR","JOSH HAWLEY","276","37.78%"
"87 RIVER BEND","U.S. SENATOR","JOSH HAWLEY","248","39.97%"
"91 KATY TRAIL","U.S. SENATOR","JOSH HAWLEY","509","42.89%"
"100 McCLAY","U.S. SENATOR","JOSH HAWLEY","256","32.32%"
"101 GRAYBRIDGE","U.S. SENATOR","JOSH HAWLEY","134","40.91%"
"102 TANGLEWOOD","U.S. SENATOR","JOSH HAWLEY","239","41.79%"
"103 CAVE SPRINGS","U.S. SENATOR","JOSH HAWLEY","107","40.33%"
"104 HI POINT","U.S. SENATOR","JOSH HAWLEY","201","45.28%"
"106 SPENCER","U.S. SENATOR","JOSH HAWLEY","159","35.99%"
"107 OAK CREEK","U.S. SENATOR","JOSH HAWLEY","263","40.26%"
"111 WOODSTREAM","U.S. SENATOR","JOSH HAWLEY","276","38.01%"
"113 BRIARHILL","U.S. SENATOR","JOSH HAWLEY","271","41.87%"
"121 ST. MARYS","U.S. SENATOR","JOSH HAWLEY","90","37.37%"
"122 MID RIVERS","U.S. SENATOR","JOSH HAWLEY","112","27.83%"
"124 RABBIT RUN","U.S. SENATOR","JOSH HAWLEY","183","38.99%"
"126 MEADOW VALLEY","U.S. SENATOR","JOSH HAWLEY","234","39.94%"
"128 FAIRMONT","U.S. SENATOR","JOSH HAWLEY","167","37.70%"
"129 PARKWOOD","U.S. SENATOR","JOSH HAWLEY","198","38.53%"
"130 LAKES","U.S. SENATOR","JOSH HAWLEY","121","42.38%"
"131 SHADOW CREEK","U.S. SENATOR","JOSH HAWLEY","147","36.60%"
"132 COUNTRY HILL","U.S. SENATOR","JOSH HAWLEY","208","36.29%"
"139 DISCOVERY","U.S. SENATOR","JOSH HAWLEY","148","40.81%"
"140 LAURA HILLS","U.S. SENATOR","JOSH HAWLEY","232","36.31%"
"143 ALL SAINTS","U.S. SENATOR","JOSH HAWLEY","168","42.14%"
"144 FOX","U.S. SENATOR","JOSH HAWLEY","179","37.56%"
"145 SALT LICK","U.S. SENATOR","JOSH HAWLEY","191","41.67%"
"146 ST. JUDE","U.S. SENATOR","JOSH HAWLEY","242","38.11%"
"147 COTTLEVILLE","U.S. SENATOR","JOSH HAWLEY","221","33.79%"
"148 WINDS","U.S. SENATOR","JOSH HAWLEY","124","36.89%"
"149 SUNNY HILL","U.S. SENATOR","JOSH HAWLEY","205","39.98%"
"150 TIMBERWOOD","U.S. SENATOR","JOSH HAWLEY","144","41.52%"
"151 GLENGATE","U.S. SENATOR","JOSH HAWLEY","63","24.98%"
"152 WOODGLEN","U.S. SENATOR","JOSH HAWLEY","246","38.05%"
"153 ASPEN","U.S. SENATOR","JOSH HAWLEY","140","40.03%"
"154 WHEATFIELD","U.S. SENATOR","JOSH HAWLEY","366","38.91%"
"155 GREEN FOREST","U.S. SENATOR","JOSH HAWLEY","306","35.83%"
"156 OAKS","U.S. SENATOR","JOSH HAWLEY","108","39.87%"
"157 PATRIOT","U.S. SENATOR","JOSH HAWLEY","192","40.19%"
"159 HILLCREST","U.S. SENATOR","JOSH HAWLEY","204","37.09%"
"160 HARMONY","U.S. SENATOR","JOSH HAWLEY","100","34.03%"
"161 MONTBROOK","U.S. SENATOR","JOSH HAWLEY","83","34.74%"
"162 ELKS","U.S. SENATOR","JOSH HAWLEY","322","39.34%"
"163 CIVIC","U.S. SENATOR","JOSH HAWLEY","386","38.56%"
"165 ST. PAUL","U.S. SENATOR","JOSH HAWLEY","347","50.45%"
"166 MOUNT HOPE","U.S. SENATOR","JOSH HAWLEY","215","40.13%"
"167 MORNINGSIDE","U.S. SENATOR","JOSH HAWLEY","127","40.12%"
"169 HIGHGROVE","U.S. SENATOR","JOSH HAWLEY","374","40.01%"
"170 STARBUCK","U.S. SENATOR","JOSH HAWLEY","223","38.45%"
"173 TURTLE CREEK","U.S. SENATOR","JOSH HAWLEY","318","33.44%"
"181 COMMUNITY","U.S. SENATOR","JOSH HAWLEY","567","32.69%"
"182 EVERGREEN","U.S. SENATOR","JOSH HAWLEY","131","27.16%"
"183 FORISTELL","U.S. SENATOR","JOSH HAWLEY","180","38.59%"
"184 FLINT HILL","U.S. SENATOR","JOSH HAWLEY","361","35.50%"
"185 JOSEPHVILLE","U.S. SENATOR","JOSH HAWLEY","251","48.57%"
"186 TWIN OAKS","U.S. SENATOR","JOSH HAWLEY","249","34.17%"
"187 FAIRVIEW","U.S. SENATOR","JOSH HAWLEY","561","37.20%"
"189 PIONEER","U.S. SENATOR","JOSH HAWLEY","269","37.67%"
"190 PEINE","U.S. SENATOR","JOSH HAWLEY","222","37.12%"
"193 DELMAR","U.S. SENATOR","JOSH HAWLEY","127","41.64%"
"194 AMBER MEADOWS","U.S. SENATOR","JOSH HAWLEY","173","34.16%"
"196 PHOENIX","U.S. SENATOR","JOSH HAWLEY","208","40.23%"
"197 FEISE","U.S. SENATOR","JOSH HAWLEY","306","33.47%"
"198 CEDAR","U.S. SENATOR","JOSH HAWLEY","100","29.89%"
"199 REGATTA BAY","U.S. SENATOR","JOSH HAWLEY","509","38.40%"
"200 NORMANDY","U.S. SENATOR","JOSH HAWLEY","347","38.41%"
"202 RIDGEPOINT","U.S. SENATOR","JOSH HAWLEY","314","37.44%"
"203 FIELDCREST","U.S. SENATOR","JOSH HAWLEY","250","31.36%"
"205 BAYFIELD","U.S. SENATOR","JOSH HAWLEY","104","34.67%"
"206 MONTICELLO","U.S. SENATOR","JOSH HAWLEY","353","33.69%"
"207 CARRIAGE HILLS","U.S. SENATOR","JOSH HAWLEY","270","32.80%"
"208 TWIN CHIMNEYS","U.S. SENATOR","JOSH HAWLEY","222","35.97%"
"210 FREYMUTH","U.S. SENATOR","JOSH HAWLEY","428","38.56%"
